title,abstract,doi,label
Ecosystem-based Environmental Flow Assessment In A Greek Regulated River With The Use Of 2d Hydrodynamic Habitat Modelling,"DESPITE THE LONG-TERM RESEARCH ON THE USE OF HYDRAULIC-HYDRODYNAMIC HABITAT MODELS (HHMS) FOR PREDICTING THE RESPONSE OF AQUATIC BIOTA TO HABITAT ALTERATION, THEIR PRACTICAL APPLICATION IN MODEL-BASED ENVIRONMENTAL FLOW ASSESSMENTS (EFAS) HAS BEEN LIMITED DUE TO REASONS MAINLY ASSOCIATED WITH COST-EFFECTIVENESS, TIME-EFFICIENCY, REQUIRED EXPERTISE, AND AVAILABILITY OF HYDROECOLOGICAL INFORMATION. IN THIS STUDY, WE DEMONSTRATE A COST-EFFECTIVE AND TIME-EFFICIENT APPLICATION OF A BENTHIC-INVERTEBRATE, TWO-DIMENSIONAL, FUZZY RULE-BASED EFA IN A 277-M LONG REACH IN THE DOWNSTREAM ROUTE OF A REGULATED RIVER IN WESTERN GREECE. APART FROM DEVELOPING ECOSYSTEM-BASED ENVIRONMENTAL FLOW (EFLOW) SCENARIOS, WE HIGHLIGHT THE VALUABLE FEATURES OF HHMS, COMMENT ON THEIR DISADVANTAGES, AND PROPOSE WORKING SOLUTIONS TO OVERCOME THEM. THE RESULTS OF THE STUDY SHOW THAT THE HYDROLOGY-BASED EFLOW OF 0.2M(3)/S, INITIALLY PROPOSED BY THE MANAGING AUTHORITIES, IS NOT SUFFICIENT TO ENSURE THE LONG-TERM FUNCTIONALITY OF THE DOWNSTREAM BENTHIC COMMUNITIES, AS THE ECOSYSTEM-BASED EFLOW RANGED BETWEEN 0.6 AND 2M(3)/S. AS SOCIAL RESILIENCE RELIES HEAVILY ON ECOLOGICAL RESILIENCE, ECOSYSTEM-BASED APPROACHES CAN ENSURE THE SUSTAINABILITY OF AQUATIC ECOSYSTEMS. THIS STUDY DEMONSTRATES, INTER ALIA, THAT HHMS-BASED EFAS CAN BE IMPLEMENTED COST-EFFECTIVELY AND TIME-EFFICIENTLY TO SERVE AS AN ACCURATE SCIENTIFIC BASIS FOR WATER MANAGERS AND STAKEHOLDERS, IN SEARCH OF THE FINE BALANCE BETWEEN ANTHROPOGENIC WATER DEMAND AND LONG-TERM ECOSYSTEM INTEGRITY AND FUNCTIONALITY.",10.1002/rra.3284,0.0
Climate Variables Are Not The Dominant Predictor Of Arctic Shorebird Distributions,"COMPETING THEORETICAL PERSPECTIVES ABOUT WHETHER OR NOT CLIMATE IS THE DOMINANT FACTOR INFLUENCING SPECIES' DISTRIBUTIONS AT LARGE SPATIAL SCALES HAVE IMPORTANT CONSEQUENCES WHEN HABITAT SUITABILITY MODELS ARE USED TO ADDRESS CONSERVATION PROBLEMS. IN THIS STUDY, WE TESTED HOW MUCH VARIABLES IN ADDITION TO CLIMATE HELP TO EXPLAIN HABITAT SUITABILITY FOR ARCTIC-BREEDING SHOREBIRDS. TO DO THIS WE MODEL SPECIES OCCUPANCY USING PATH ANALYSES, WHICH ALLOW US TO ESTIMATE THE INDIRECT EFFECTS OF CLIMATE ON OTHER PREDICTOR VARIABLES, SUCH AS LAND COVER. WE ALSO USE DEVIANCE PARTITIONING TO QUANTIFY THE TOTAL RELATIVE IMPORTANCE OF CLIMATE VERSUS ADDITIONAL PREDICTORS IN EXPLAINING SPECIES OCCUPANCY. WE FOUND THAT INDIVIDUAL LAND COVER VARIABLES ARE OFTEN STRONGER PREDICTORS THAN THE DIRECT AND INDIRECT EFFECTS OF CLIMATE COMBINED. IN MODELS WITH BOTH CLIMATE AND ADDITIONAL VARIABLES, ON AVERAGE THE ADDITIONAL VARIABLES ACCOUNTED FOR 57% OF THE EXPLAINED DEVIANCE, INDEPENDENT OF SHARED EFFECTS WITH THE CLIMATE VARIABLES. OUR RESULTS SUPPORT THE IDEA THAT CLIMATE-ONLY MODELS MAY OFFER INCOMPLETE DESCRIPTIONS OF CURRENT AND FUTURE HABITAT SUITABILITY AND CAN LEAD TO INCORRECT CONCLUSIONS ABOUT THE SIZE AND LOCATION OF SUITABLE HABITAT. THESE CONCLUSIONS COULD HAVE IMPORTANT MANAGEMENT IMPLICATIONS FOR DESIGNATING PROTECTED AREAS AND ASSESSING THREATS LIKE CLIMATE CHANGE AND HUMAN DEVELOPMENT.",10.1371/journal.pone.0285115,0.0
Habitat Protection Actions For Coastal Delphinids In A Disturbed Environment With Explicit Information Gaps,"BRIDGING INFORMATION GAPS IN AN ANIMAL'S HABITAT CONFIGURATION IS AN EXPLICIT CHALLENGE IN PLANNING HABITAT PROTECTION ACTIONS (HPAS) FOR MARINE MEGAFAUNA SPECIES NEAR SITES OF INTENSE ANTHROPOGENIC ACTIVITY. THIS CHALLENGE IS FURTHER COMPLICATED BY INADEQUATE FIELD SURVEY DESIGNS AND DATA MANIPULATION THAT LIKELY BIAS HABITAT CONFIGURATION BASELINES. IN THIS STUDY, THE LIKELY HABITAT CONFIGURATION OF INDO-PACIFIC HUMPBACK DOLPHINS, SOUSA CHINENSIS, IN THE CHINESE PROVINCES OF FUJIAN AND GUANGDONG WAS PROJECTED USING SPECIES DISTRIBUTION MODELING (SDM). THE INFLUENCE OF INADEQUATE SURVEY DESIGN AND DATA MANIPULATION OF THE BASELINE PRESENTATION WAS EXPLORED BY COMPARING THE SDM RESULTS FROM DIFFERENT DATASETS WITH CURRENT KNOWLEDGE OF HUMPBACK DOLPHIN DISTRIBUTIONS IN CHINESE WATERS. ONLY THE SDM BASED ON DATA FROM SYSTEMATICALLY DESIGNED SURVEYS PROJECTED A HABITAT CONFIGURATION MATCHING THE CURRENT HUMPBACK DOLPHIN DISTRIBUTION IN CHINA. THE LIKELY HABITAT CONFIGURATION OF HUMPBACK DOLPHINS WAS CHARACTERIZED BY HIGH PRIMARY PRODUCTIVITY AND A SHALLOW WATER DEPTH. THIS STUDY SHOWED THAT ECOSYSTEM SERVICE LOSSES, INDEXED BY CO2 ABSORPTION, DUE TO COASTAL ALTERATION ACTIVITIES NEED TO BE FACTORED INTO ENVIRONMENTAL IMPACT ASSESSMENTS. SOUND HPA PRACTICES INCLUDE SHARING INFORMATION BETWEEN RESEARCH TEAMS, MITIGATING THE ADVERSE IMPACTS OF ANTHROPOGENIC ACTIVITIES, ASSOCIATING PROTECTED AREA NETWORKING WITH REGIONAL MARITIME SPATIAL PLANNING, MONITORING COASTAL LANDSCAPES AND SEASCAPE BASELINES, REDUCING LAND-BASED POLLUTION, RESTORING DEGRADED HABITATS FOR AQUATIC BIOTA, AND RECOVERING LAND-TO-SEA CONNECTIVITY. THESE MEASURES REQUIRE COMPREHENSIVE COORDINATION AND COLLABORATION BETWEEN SCIENTIFIC RESEARCH TEAMS, POLICY REPRESENTATIVES, NGOS/NPOS AND STAKEHOLDER GROUPS.",10.1016/j.ocecoaman.2018.12.017,0.0
"Species Distribution Models To Predict The Potential Niche Shift And Priority Conservation Areas For Mangroves (rhizophora Apiculata, R. Mucronata) In Response To Climate And Sea Level Fluctuations Along Coastal India","MANGROVES ARE MORE THAN JUST A TREE AS THEY ARE HOME TO THOUSANDS OF SPECIES, CARBON ABSORBERS AND A NATURAL COASTAL FORTRESS AGAINST FLOODS AND STORM SURGES. HENCE, CONSERVATION PLANNING AND DECISION MAKING FOR THIS VALUABLE ECOSYSTEM MUST INVOLVE IDENTIFICATION OF PRIORITY CONSERVATION AREAS (PCAS) AT SPECIES-SPECIFIC DIMENSIONS. IN THE PRESENT STUDY, WE ADOPTED AN ENSEMBLE MODELLING APPROACH FOR THE DISTRIBUTION OF TWO MANGROVE SPECIES (RHIZOPHORA APICULATA, RHIZOPHORA MUCRONATA) USING HIGH-RESOLUTION ENVIRONMENTAL AND EDAPHIC DATASETS, TO IDENTIFY THE PCAS FOR FUTURE CONSERVATION. WE ALSO IDENTIFIED THE KEY ENVIRONMENTAL VARIABLES SHAPING THEIR DISTRIBUTION AND PRECISELY ESTIMATED THE CORE DISTRIBUTIONAL SHIFT ALONG THE INDIAN COASTLINE UNDER CHANGING CLIMATE SCENARIO. THE FINDINGS REVEALED THAT ABOUT 5844 KM2 AND 7846 KM2 AREAS WERE IDENTIFIED AS EXTREMELY SUITABLE AREAS, WHICH WERE DISTRIBUTED ALONG MAHARASHTRA COAST AND KERALA COAST FOR R. MUCRONATA AND R. APICULATA, RESPECTIVELY, IN THE CURRENT CLIMATE SCENARIO. THE DISTRIBUTION OF R. APICULATA WAS FOUND TO BE MOSTLY SHAPED BY MEAN DIURNAL RANGE AND ANNUAL MEAN TEMPERATURE, WHEREAS THE DISTRIBUTION OF R. MUCRONATA WAS PRIMARILY SHAPED BY ANNUAL MEAN TEMPERATURE AND ALTITUDE. THE HIGHEST RANGE EXPANSION OF MANGROVE SPECIES OCCURRED DURING MIDDLE HOLOCENE DUE TO HIGH PRECIPITATION AND SEA-LEVEL RISE AND THIS FINDING IS FURTHER SUPPORTED BY FOSSIL POLLEN EVIDENCE. THE SUITABLE HABITAT RANGE FOR R. APICULATA IS PREDICTED TO INCREASE ALONG KERALA COAST UNDER RCP2.6 SCENARIO BY 6.90% AND 6.93% AND UNDER RCP8.5 SCENARIO BY 9.33% AND 9.90% IN THE YEAR 2050 AND 2070, RESPECTIVELY, WHEREAS THE RANGE FOR R. MUCRONATA IS GETTING REDUCED IN THE FUTURE CLIMATE SCENARIO. OVERALL, OUR PREDICTIONS REVEAL A STEADY MIGRATION OF CONDUCIVE MANGROVE HABITAT TOWARDS LAND OR HIGHER ELEVATIONS DUE TO RELATIVE SEA LEVEL RISE IN FUTURE. THESE RESULTS WOULD AID IN PLANNING A LONG-TERM SPECIES-SPECIFIC CONSERVATION AND MANAGEMENT STRATEGY FOR MANGROVE ECOSYSTEM ALONG COASTAL INDIA.",10.1016/j.ecolind.2023.110631,0.0
Species Distribution Models As Tools For Community Empowerment And Informed Decision Making In Colombia's Choco Pacific Coast Fisheries,"CHANGES IN MARINE ECOSYSTEM DYNAMICS HAVE LED TO ALTERATIONS IN THE AVAILABILITY OF FISH IN ESTABLISHED FISHING GROUNDS. PREDICTIVE MODELS SUGGEST THEIR UTILITY IN UNDERSTANDING AND PREDICTING SPECIES DISTRIBUTION AT VARYING DEPTHS AND TIMES OF THE YEAR, SIGNIFICANTLY INFLUENCING REGIONAL FISHERIES MANAGEMENT. THUS, ACCESS TO INFORMATION ON OCEANOGRAPHIC CONDITIONS, SERVING AS A SCIENCE-BASED DECISION-MAKING SUPPORT TOOL FOR ARTISANAL FISHERS, HAS BEEN IDENTIFIED AS AN ADAPTATION STRATEGY FOSTERING SOCIAL EMPOWERMENT IN THE COLOMBIAN PACIFIC REGION. TO ADDRESS THIS NEED, AN OPEN-SOURCE WEBGIS (GEOGRAPHIC INFORMATION SYSTEM) WAS CO-CREATED TO PROVIDE USERS WITH THE RESULTS OF SPECIES DISTRIBUTION MODELS OF MARINE FISH SPECIES, AIMING TO EXPAND KNOWLEDGE OF THE EVER-CHANGING ENVIRONMENT DYNAMICS. THE CHOCO ARTISANAL FISHING GEOVISOR OFFERS OPTIONS FOR PLANNING FISHING OPERATIONS AND PROVIDES TOOLS FOR UNDERSTANDING THE RESULTS OF SPECIES DISTRIBUTION MODELS AND RESOURCE MANAGEMENT. BY PROMOTING INFORMED DECISION MAKING AND COMMUNITY EMPOWERMENT, IT SERVES AS A STRATEGIC RESPONSE TO MARINE ENVIRONMENTAL FLUCTUATIONS, ESTABLISHING ITSELF AS AN ESSENTIAL TOOL FOR ADAPTING TO SHIFTING MARINE CONDITIONS AND ENSURING FOOD SECURITY.",10.3390/fishes8070349,0.0
Oceanic Heterotrophic Bacterial Nutrition By Semilabile Dom As Revealed By Data Assimilative Modeling,"PREVIOUS STUDIES HAVE FOCUSED ON THE ROLE OF LABILE DISSOLVED ORGANIC MATTER (DOM) (DEFINED AS TURNOVER TIME OF SIMILAR TO 1 D) IN SUPPORTING HETEROTROPHIC BACTERIAL PRODUCTION, BUT HAVE MOSTLY NEGLECTED SEMILABILE DOM (DEFINED AS TURNOVER TIME OF SIMILAR TO 100 TO 1000 D) AS A POTENTIAL SUBSTRATE FOR HETEROTROPHIC BACTERIAL GROWTH. TO TEST THE HYPOTHESIS THAT SEMILABILE DOM SUPPORTS SUBSTANTIAL AMOUNTS OF HETEROTROPHIC BACTERIAL PRODUCTION IN THE OPEN OCEAN, WE CONSTRUCTED A 1-DIMENSIONAL EPIPELAGIC ECOSYSTEM MODEL AND APPLIED IT TO 3 OPEN OCEAN SITES: THE ARABIAN SEA, EQUATORIAL PACIFIC AND STATION ALOHA IN THE NORTH PACIFIC SUBTROPICAL GYRE. THE MODEL TRACKS CARBON, NITROGEN AND PHOSPHORUS WITH FLEXIBLE STOICHIOMETRY. THIS STUDY USED A LARGE NUMBER OF OBSERVATIONS, INCLUDING MEASUREMENTS OF HETEROTROPHIC BACTERIAL PRODUCTION RATES AND STANDING STOCKS, AND DOM CONCENTRATION DATA, TO RIGOROUSLY TEST AND CONSTRAIN MODEL OUTPUT. DATA ASSIMILATION WAS SUCCESSFULLY APPLIED TO OPTIMIZE THE MODEL PARAMETERS AND RESULTED IN SIMULTANEOUS REPRESENTATION OF OBSERVED NITRATE, PHOSPHATE, PHYTOPLANKTON AND ZOOPLANKTON BIOMASS, PRIMARY PRODUCTION, HETEROTROPHIC BACTERIAL BIOMASS AND PRODUCTION, DOM, AND SUSPENDED AND SINKING PARTICULATE ORGANIC MATTER. ACROSS THE 3 OCEAN ECOSYSTEMS EXAMINED, THE DATA ASSIMILATION SUGGESTS SEMILABILE DOM MAY SUPPORT 17 TO 40% OF HETEROTROPHIC BACTERIAL CARBON DEMAND. IN AN EXPERIMENT WHERE BACTERIA ONLY UTILIZE LABILE DOM, AND WITH MORE OF THE DOM PRODUCTION ASSIGNED TO LABILE DOM, THE MODEL POORLY REPRESENTED THE OBSERVATIONS. THESE RESULTS SUGGEST THAT SEMILABILE DOM MAY PLAY AN IMPORTANT ROLE IN SUSTAINING HETEROTROPHIC BACTERIAL GROWTH IN DIVERSE REGIONS OF THE OPEN OCEAN.",10.3354/ame01427,0.0
Fishing Access Agreements And Harvesting Decisions Of Host And Distant Water Fishing Nations,"THE DECLARATION OF EXCLUSIVE ECONOMIC ZONES (EEZS) GRANTED COASTAL STATES SOVEREIGN RIGHTS OVER THE MARINE RESOURCES IN THEIR EEZS AND ENABLED DEVELOPING COASTAL STATES TO LEGALLY CHARGE ACCESS FEES TO DISTANT WATER FISHING (DWF) NATIONS FOR ACCESS TO THE RESOURCES IN THESE WATERS. DESPITE THE POTENTIAL FOR ECONOMIC GAINS, HOWEVER, THE ABILITY OF COASTAL STATES TO BENEFIT FROM THE GRANTING OF SOVEREIGN RIGHTS AND TO ENSURE THE SUSTAINABLE USE OF THEIR FISHERIES RESOURCES DEPENDS ON HOW DOMESTIC FISHING EFFORT RESPONDS TO THE HARVESTING DECISIONS OF THE DWF NATIONS. WE DEVELOP A STYLIZED BIOECONOMIC MODEL TO EXPLORE THE CHANGE IN FISHING BEHAVIOR OF HOST AND DWF NATIONS WHEN THE TWO NATIONS ENTER INTO AN ACCESS AGREEMENT WITH VARYING LEVELS OF ACCESS FEE. WE FURTHER CONDUCT AN ECONOMETRIC ANALYSIS OF CHANGES IN PACIFIC ISLAND NATIONS' HARVESTING BEHAVIOR IN RESPONSE TO THE HARVEST DECISIONS OF DWF NATIONS USING DATA FROM THE WESTERN AND CENTRAL PACIFIC TUNA FISHERY. OUR MODEL RESULTS SHOW THAT THERE IS A RANGE OF VARIABLE ACCESS PAYMENT LEVELS OVER WHICH THE HOST NATION SUBSTITUTES BENEFITS FROM ITS DOMESTIC FISHING ACTIVITY WITH ACCESS PAYMENTS FROM THE DWF NATION AND THAT SETTING FEES IN THIS RANGE CAN CREATE A TRAP WHEREBY HOST NATIONS ARE FORCED TO TRADE-OFF RECEIVING A FAIR RETURN TO THEIR FISHERY RESOURCES THROUGH ACCESS FEES AND RETAINING THEIR OWN ACTIVE FLEET CAPACITY. OUR EMPIRICAL ANALYSIS FURTHER SHOWS A GRADUAL SHIFT IN THE WAY IN WHICH PACIFIC ISLAND HOST NATIONS RESPONDED TO THE HARVEST DECISION OF DWF NATIONS AS A RESULT OF THE CREATION OF THE 200-NAUTICAL-MILE EEZ. (C) 2014 ELSEVIER LTD. ALL RIGHTS RESERVED.",10.1016/j.marpol.2014.12.019,1.0
Modeling Framework For Establishing The Power Law Between Length And Weight Of Fishes And A Meta-analysis For Validation Of Lwrs For Six Commercially Important Marine Fishes From The Northwestern Bay Of Bengal,"ACCURATE AND UNBIASED MODELING OF LENGTH-WEIGHT RELATIONSHIP (LWR) IS ESSENTIAL FOR PRECISE ESTIMATION OF BIOMASS FROM LENGTH-BASED ABUNDANCE DATA FOR AQUATIC ECOSYSTEM MODELING AND DEVELOPING RESOURCE MANAGE-MENT STRATEGIES FOR THE SUSTAINABLE UTILIZATION OF AQUATIC LIVING RESOURCES. THE PRESENT STUDY WAS CONDUCTED TO DEVELOP THE BEST MODELING METHOD FOR ESTABLISHING THE RELATIONSHIP BETWEEN THE LENGTH AND WEIGHT OF THE FISH, GIVING ADEQUATE PRIORITY TO THE VARIANCE DISTRIBUTION STRUCTURE, WHICH IS OFTEN OVERLOOKED. THREE MODELING METHODS VIZ. (1) NLM: NONLINEAR MODEL WITH ADDITIVE HOMOGENEOUS VARIANCE STRUCTURE, (2) WNLM: WEIGHTED NONLINEAR MODEL WITH ADDITIVE HETEROGENEOUS POWER VARIANCE STRUCTURE AND (3) LM: LOG-TRANSFORMED LINEAR MODEL WITH MULTIPLICATIVE HETEROGENEOUS VARIANCE STRUCTURE IN UNTRANSFORMED SCALE WERE EVALUATED FOR THEIR PERFOR-MANCE IN ACCURATELY ESTIMATING THE MODEL PARAMETERS AND THEIR CONFIDENCE INTERVALS. AS VARIANCE IN FISH WEIGHT INCREASES WITH THE INCREASE IN FISH SIZE, USUALLY, A MULTIPLICATIVE HETEROGENEOUS VARIANCE STRUCTURE IS ASSUMED WHILE EXPLAINING THE RELATIONSHIP BETWEEN LENGTH AND WEIGHT, WHICH WAS EVIDENCED FROM THE RESIDUAL PLOT OF NLM. AS THE DATA DID NOT FOLLOW THE ADDITIVE HOMOGENOUS VARIANCE ASSUMPTION OF NLM, THE WORST PERFORMANCE (HIGHEST AIC AND BIC) WAS OBTAINED WHEN NLM WAS USED. THE VARIANCE DISTRIBUTION STRUCTURE COULD BE HO-MOGENIZED AND NORMALIZED IN THREE OUT OF SIX FISHES (I.E., PLICOFOLLIS LAYARDI, CYNOGLOSSUS AREL, OTOLITHES RUBER) INVESTIGATED IN THE STUDY USING LM, RESULTING IN SUPERIOR PERFORMANCE (LOWEST AIC AND BIC) AMONG THE THREE MODELS. FOR TWO OUT OF THREE REMAINING SPECIES (I.E., NEMIPTERUS JAPONICUS AND PARASTROMATEUS NIGER) FOR WHICH THE VARIANCE DISTRIBUTION CANNOT BE NORMALIZED BY LOG TRANSFORMATION (LM), THE RESIDUALS COULD BE HOMOGENIZED AND NORMALIZED BY THE WNLM WHICH WAS EVIDENCED BY THE LOWEST AIC AND BIC FOR THE MODEL. EVEN FOR THE SPECIES (I. E., PAMPUS ARGENTEUS), WHERE THE RESIDUALS COULD NOT BE NORMALIZED BY ANY OF THE MODELS, BETTER PERFORMANCE WAS OBTAINED FROM WNLM. A META-ANALYSIS WAS PERFORMED TO VALIDATE THE HITHERTO AVAILABLE INFORMATION ON THE LWRS OF THESE SIX SPECIES BY REGRESSING THE REGRESSION PARAMETERS [LOG(A) VS. B] OF THE AVAILABLE LWRS AND BY COMPUTING THE FORM FACTORS. THE ERRONEOUS LWRS WERE IDENTIFIED AS DOUBTFUL REPORTS BY CAREFULLY SCRUTINIZING THE OUTLIERS OBTAINED FROM COOK'S DISTANCE METHOD AND SUBSEQUENTLY VALIDATING THEM BY OBSERVING THEIR DISPERSION FROM MODELED PREDICTION INTERVALS (PI) AND INTERQUARTILE RANGE (IQR) BASED OUTLIER DETECTION METHODS USING THE FORM FACTOR ANALYSIS. THE STUDY PRESENTS THE DECISION SUPPORT FRAMEWORK FOR AN APPROPRIATE MODELING APPROACH WHILE DEALING WITH CERTAIN ASSUMPTIONS SUCH AS VARIANCE NORMALITY AND HOMOSCEDASTICITY. THE STUDY ALSO DESCRIBES A COMBINED APPROACH FOR THE VALIDATION OF DERIVED LWRS BY A COMPREHENSIVE META-ANALYSIS.",10.1016/j.fishres.2022.106496,0.0
The Seasonal Distribution Of A Highly Commercial Fish Is Related To Ontogenetic Changes In Its Feeding Strategy,"IMPROVING THE KNOWLEDGE ON THE BIOLOGY, ECOLOGY AND DISTRIBUTION OF MARINE RESOURCES EXPLOITED BY FISHERIES IS NECESSARY TO ACHIEVE POPULATION RECOVERY AND SUSTAINABLE FISHERIES MANAGEMENT. EUROPEAN HAKE (MERLUCCIUS MERLUCCIUS) IS ONE OF THE MOST IMPORTANT TARGET SPECIES IN THE MEDITERRANEAN SEA AND IS LARGELY OVEREXPLOITED BY INDUSTRIAL FISHERIES. HERE, WE USED TWO METHODOLOGICAL APPROACHES TO FURTHER INVESTIGATE THE SEASONAL VARIATION IN THE SPATIAL DISTRIBUTION OF EUROPEAN HAKE CONSIDERING ONTOGENETIC CHANGES AND TROPHIC ECOLOGY IN THE WESTERN MEDITERRANEAN SEA. OUR MAIN AIM WAS TO EXPLORE IF SPATIAL CHANGES IN HAKE DISTRIBUTION WERE RELATED TO TROPHIC BEHAVIOR, IN ADDITION TO KEY ENVIRONMENTAL FACTORS. WE EMPLOYED A HIERARCHICAL BAYESIAN SPECIES DISTRIBUTION MODELING APPROACH (B-SDM), USING SPATIAL DATA FROM TWO OCEANOGRAPHIC SURVEYS CONDUCTED DURING WINTER AND SUMMER. WE ANALYZED HOW THE ENVIRONMENTAL VARIABLES, TOGETHER WITH ABUNDANCE AND MEAN WEIGHT DISTRIBUTION OF THE MAIN PREYS IDENTIFIED FOR EUROPEAN HAKE, AFFECTED THE SEASONAL DISTRIBUTION OF THE SPECIES. RESULTS REVEALED CLEAR DIFFERENCES IN THE DISTRIBUTION OF THE EUROPEAN HAKE BETWEEN SEASONS, WHICH WERE INDEED PARTIALLY CORRELATED TO THE DISTRIBUTION OF THEIR MAIN PREYS, IN ADDITION TO THE ENVIRONMENT. STABLE ISOTOPE VALUES AND BAYESIAN ISOTOPIC MIXING MODELS (MIXSIAR) REVEALED SUBSTANTIAL SEASONAL AND ONTOGENETIC DIFFERENCES IN TROPHIC HABITS OF EUROPEAN HAKE, PARTLY MATCHING THE SPATIAL DISTRIBUTION RESULTS. THESE FINDINGS COULD HAVE IMPLICATIONS FOR A FUTURE SEASONAL-BASED ADAPTIVE FISHERIES MANAGEMENT, AS LOCAL DEPLETION OF PREY, OR VARIATION IN SIZE AND CONDITION MAY AFFECT EUROPEAN HAKE PRESENCE IN THIS AREA. MOREOVER, THIS STUDY ILLUSTRATES HOW THE SEQUENTIAL APPLICATION OF METHODOLOGIES PROVIDES A MORE HOLISTIC UNDERSTANDING OF SPECIES SEASONALITY, WHICH IS ESSENTIAL TO UNDERSTAND THE PHENOLOGICAL PROCESSES OF EXPLOITED SPECIES AND THEIR POTENTIAL SHIFTS DUE TO ENVIRONMENTAL CHANGES.",10.3389/fmars.2020.566686,0.0
Use Of Timed Automata And Model-checking To Explore Scenarios On Ecosystem Models,"THE INTEREST TO BUILD ECOSYSTEM MODELS IS WELL ACKNOWLEDGED IN ORDER TO IMPROVE THE UNDERSTANDING OF THE SOPHISTICATED LINKAGES BETWEEN HUMANS AND NATURAL SPECIES EMBEDDED WITHIN VARIABLE LOCAL AND GLOBAL ENVIRONMENTAL CONTEXTS. IT IS ESPECIALLY TRUE WHEN A COMPLEX TEMPORAL EVOLUTION INTERVENES AS IN POPULATION REGULATIONS. ECOLOGICAL MODELLERS USUALLY RESORT TO NUMERICAL MODELS SUPPORTED BY ACCURATE DATA AND EXTENSIVE KNOWLEDGE ON BIOLOGICAL PROCESSES. UNFORTUNATELY, THE TASK BECOMES MORE DIFFICULT TO MODEL ECOSYSTEMS WITH LIMITED DATA AND KNOWLEDGE. QUALITATIVE MODELS MAY BE MORE SUITABLE FOR DESIGNING DATA-POOR SYSTEMS IN A DECISION-AID CONTEXT. WE PROPOSE A NEW QUALITATIVE APPROACH FOR ECOSYSTEM MODELLING BASED ON TIMED AUTOMATA (TA) FORMALISM COMBINED WITH A HIGH-LEVEL QUERY LANGUAGE FOR EXPLORING SCENARIOS. TA RELY ON A DISCRETE-EVENT SYSTEM FORMALISM TO REPRODUCE THE TEMPORAL DYNAMICS OF A SYSTEM. COMBINED WITH MODEL-CHECKING TECHNIQUES, TA ENABLE THE EXPLORATION OF SYSTEM PROPERTIES IN RESPONSE TO A WIDE RANGE OF SCENARIOS BASED ON A TEMPORAL LOGIC. OUR APPLICATIVE CASE CONCERNS THE EVOLUTION OF DIFFERENT FISH BIOMASS ALONG TIME ACCORDING TO FISHING POLICIES, ESPECIALLY WHEN EXOGENOUS ENVIRONMENTAL ISSUES MAY ALSO BE CONSIDERED. WE HAVE DEVELOPED THIS APPROACH TO MODEL A SIMPLIFIED MARINE ECOSYSTEM SUBJECT TO DIFFERENT FISHING POLICIES. USING PREDEFINED QUERY PATTERNS, WE SHOW THAT TA AND MODEL-CHECKING ARE RELEVANT TOOLS TO QUERY TIMED PROPERTIES OF A FISHERY SYSTEM IN RESPONSE TO DIFFERENT MANAGEMENT OPTIONS. THIS MODELLING APPROACH MAY BE ESPECIALLY USEFUL FOR FOSTERING BETTER DISCUSSION AMONG ALL STAKEHOLDERS INVOLVED IN FISHERIES MANAGEMENT. (C) 2011 ELSEVIER LTD. ALL RIGHTS RESERVED.",10.1016/j.envsoft.2011.08.005,1.0
